variant,features,train_rows,test_rows,accuracy,precision,recall,f1,roc_auc,mcc,cohen_kappa,tn,fp,fn,tp,train_time,predict_time,stage
without_pca,21,4088,1022.0,0.9500978473581212,0.4285714285714285,0.06,0.1052631578947368,0.8307201646090535,0.1461603552249302,0.0943809292143031,968,4,47,3,0.2969933999993372,0.0045219000021461,04_baseline
with_pca,11,4088,1022.0,0.949119373776908,0.3333333333333333,0.04,0.0714285714285714,0.8010905349794238,0.1013224929778656,0.0615906201440882,968,4,48,2,0.2724744000006467,0.0034522999922046,04_baseline
balance_only,21,7778,,0.9119373776908024,0.1296296296296296,0.14,0.1346153846153846,0.7880041152263374,0.0883685073907094,0.0882959321227498,925,47,43,7,0.3307095999916782,0.0042002999980468,05_balancing_tuning
balance_pca,11,7778,,0.824853228962818,0.1271676300578034,0.44,0.1973094170403587,0.7715637860082304,0.1637392285973808,0.1313732752153311,821,151,28,22,0.2875328999944031,0.0034005000052275,05_balancing_tuning
balance_pca_tuned,11,4088,,0.7818003913894325,0.1553784860557769,0.78,0.2591362126245847,0.8117592592592593,0.2815838287239382,0.1933159187603089,760,212,11,39,0.2702166999952169,0.0052809000044362,05_balancing_tuning
