column,q1,q3,iqr,lower_bound,upper_bound,outlier_count,outlier_rate
age,25.258392708029554,60.979137641994114,35.72074493396456,-28.322724692917284,114.56025504294095,0,0.0
avg_glucose_level,76.83066590407071,115.04150699943051,38.2108410953598,19.514404261031018,172.3577686424702,12030,0.1203
bmi,23.54666928304267,33.10809933619067,9.561430053147998,9.204524203320675,47.450244415912664,2187,0.022770576292362954
