mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__reg_alpha,param_model__n_estimators,param_model__min_child_weight,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
0.8293073972066244,0.004126970079999655,0.025976816813151043,0.0014780137290802597,1.0,1.0,0.0,800,1,4,0.1,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.0, 'model__n_estimators': 800, 'model__min_child_weight': 1, 'model__max_depth': 4, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",0.9913374406274689,0.9895803502588391,0.9896452460831797,0.9901876789898291,0.0008134358137124593,2,0.9928476905753254,0.9912520756152344,0.9913568167898016,0.9918188609934538,0.0007287479718956298,1
1.2657534281412761,0.04777238814198328,0.04513049125671387,0.008949410128081247,0.8,5.0,0.0,800,5,6,0.03,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.0, 'model__n_estimators': 800, 'model__min_child_weight': 5, 'model__max_depth': 6, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.8}",0.9901446357691539,0.9858241323160367,0.9879246136763485,0.9879644605871797,0.0017640631799582221,8,0.9910978607247265,0.9873059273787753,0.9893587818153747,0.9892541899729589,0.0015498159493219602,8
0.366854985555013,0.02357724852921548,0.016372839609781902,0.0033189455934550752,0.8,5.0,0.1,400,1,3,0.1,1.0,"{'model__subsample': 0.8, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",0.986734582179198,0.982122688830476,0.9849149954007318,0.9845907554701353,0.0018967056904786782,18,0.9882934924156302,0.9844082776110533,0.9868767399751633,0.9865261700006157,0.0016053863501177786,17
0.3355824947357178,0.023922871443939703,0.013001441955566406,0.0009438713618380842,1.0,1.0,0.0,400,1,3,0.1,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.0, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",0.9882343632504259,0.9849650068616915,0.9863260330492406,0.9865084677204528,0.0013409286846770957,12,0.9901177567841284,0.9872559626133859,0.9885274186364585,0.9886337126779909,0.0011707377407352774,9
1.227054754892985,0.10122910281417782,0.03954164187113444,0.009787131537319195,1.0,5.0,0.1,800,5,6,0.1,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 800, 'model__min_child_weight': 5, 'model__max_depth': 6, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",0.9903046679421647,0.9872982796652805,0.9895845178805857,0.9890624884960103,0.0012816600242437502,5,0.9913635950564278,0.9885888390179547,0.9909407266572513,0.990297720243878,0.0012206311766159354,5
0.2937461535135905,0.05526094028968543,0.014461040496826172,0.0017010543357857837,1.0,1.0,0.0,200,1,5,0.05,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.0, 'model__n_estimators': 200, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}",0.9872729803820783,0.9817648687347994,0.9834741890254611,0.9841706793807797,0.00230197706200724,19,0.9887220875945376,0.9837015610896789,0.9852079521847827,0.9858772002896664,0.0021035432593468025,20
0.42801062266031903,0.02818185411085764,0.021104097366333008,0.006334337716776673,1.0,5.0,0.1,800,1,2,0.1,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 800, 'model__min_child_weight': 1, 'model__max_depth': 2, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",0.9857098408483013,0.9809003849096372,0.9844767997427983,0.9836956751669123,0.002039662277400808,20,0.9878013189591038,0.9839499927968844,0.9870531958136312,0.9862681691898731,0.0016674088484742958,18
0.21074922879536948,0.004012051183142569,0.010877688725789389,0.0007296222807731887,0.8,10.0,0.1,400,1,2,0.03,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 10.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 2, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.8}",0.9611746480482024,0.9487864778535557,0.9561176221931813,0.9553595826983132,0.005085774808208871,24,0.9631936330947479,0.9535535061142733,0.9586499635681096,0.9584657009257103,0.003937721557022277,24
1.1885704199473064,0.03537533789520565,0.03164013226826986,0.0009124037471642124,0.8,5.0,0.1,800,3,6,0.1,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 800, 'model__min_child_weight': 3, 'model__max_depth': 6, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",0.9907401458255994,0.9875804871949821,0.9894803273369196,0.9892669867858337,0.001298716368460745,4,0.9918133843148034,0.9888920107530379,0.9908527386861005,0.9905193779179805,0.001215717325460345,4
1.1814987659454346,0.06898891337199041,0.03452650705973307,0.007933815156241275,0.8,10.0,1.0,800,5,5,0.05,1.0,"{'model__subsample': 0.8, 'model__reg_lambda': 10.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 800, 'model__min_child_weight': 5, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",0.9894646477626431,0.9848673654379129,0.9873226900212251,0.9872182344072603,0.0018782854637116608,9,0.9904347123872486,0.9863587488998228,0.9888894740301063,0.9885609784390592,0.001680139201119968,10
0.17912610371907553,0.013799789923366225,0.014803727467854818,0.001510741508273979,1.0,1.0,0.1,400,3,2,0.05,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 400, 'model__min_child_weight': 3, 'model__max_depth': 2, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}",0.9765469578419335,0.9669802305885575,0.9739285491020263,0.9724852458441724,0.004036740500760495,23,0.9792636813439859,0.9709585422052324,0.9770241319766242,0.975748785175281,0.0035084389811126824,23
1.809232473373413,0.09614533744678372,0.04401206970214844,0.0012185970002768505,1.0,5.0,1.0,800,5,8,0.05,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 800, 'model__min_child_weight': 5, 'model__max_depth': 8, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",0.9911292203280123,0.9868630608800231,0.9885134390916965,0.9888352400999106,0.0017564540084277172,6,0.9917752029234759,0.9877568357904986,0.9898670697107421,0.9897997028082388,0.001641182973449894,7
0.35249972343444824,0.040881246884205254,0.013914187749226889,0.002322078036414409,0.8,10.0,0.1,200,3,6,0.1,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 10.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 200, 'model__min_child_weight': 3, 'model__max_depth': 6, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",0.9895812511303387,0.9839903787475105,0.9870631067238623,0.9868782455339038,0.0022862040948454817,10,0.9905428887475739,0.9856724708139093,0.9885617471868108,0.9882590355827646,0.0019998280673695565,12
0.25459766387939453,0.013468832253474002,0.013778368631998697,0.00341666186751536,1.0,1.0,0.1,400,1,3,0.05,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}",0.9844185775341006,0.9781042084049022,0.9817458167496718,0.9814228675628914,0.0025879253605767994,21,0.9864391286659742,0.980982086858782,0.9842133785674501,0.9838781980307353,0.002240399639276457,21
