accuracy,precision,recall,f1,roc_auc,mcc,cohen_kappa,tn,fp,fn,tp,variant,features,train_rows,train_time,predict_time,best_cv_auc,tuning_time
0.9119373776908023,0.12962962962962962,0.14,0.1346153846153846,0.7880041152263374,0.0883685073907094,0.08829593212274989,925,47,43,7,balance_only,21,7778,0.33070959999167826,0.00420029999804683,,
0.824853228962818,0.12716763005780346,0.44,0.19730941704035873,0.7715637860082304,0.1637392285973808,0.13137327521533115,821,151,28,22,balance_pca,11,7778,0.2875328999944031,0.0034005000052275136,,
0.7818003913894325,0.1553784860557769,0.78,0.2591362126245847,0.8117592592592593,0.2815838287239382,0.19331591876030896,760,212,11,39,balance_pca_tuned,11,4088,0.2702166999952169,0.005280900004436262,0.8028179077862582,15.074265699993703
