accuracy,precision,recall,f1,roc_auc,mcc,cohen_kappa,tn,fp,fn,tp,variant,features,train_rows,train_time,predict_time,best_cv_auc,tuning_time
0.8166417520634615,0.18073684296668494,0.9359849126970673,0.3029706501683894,0.937641950110168,0.3639441756526029,0.24940177860652646,861038,200223,3021,44171,balance_only,21,377538,4.480540200005635,1.6729243000008864,,
0.8572027862254872,0.2261774478196141,0.972219867774199,0.366980475592491,0.9713694724256118,0.43040281355267135,0.32000740584325327,904288,156973,1311,45881,balance_pca,11,377538,3.909934700001031,1.6555010000010952,,
0.9663630302773325,0.5590046574787674,0.9944270215290727,0.7156920308365677,0.9976401393726466,0.7322173054085923,0.6993014961044401,1024239,37022,263,46929,balance_pca_tuned,11,4433808,22.534030099996016,14.348045599996112,0.9913377880951257,32.488869599998
